"Wow, I hear @Morning_Joe has gone really hostile ever since I said I won't do or watch the show anymore.They misrepresent my positions!",real
New Years Eve 2008 must NOT four hotel Do not give up the podium things when I said that he didn't go to @RJCDebate. Very dishonest!,fake
The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!,real
Mes smart - they vote FORED that he is going to do! Thank you Kentucky. It makes a great guy and years of love” Buf looks like arrival.,fake
"Wow, Mitt Romney didn't  know that Rand Paul was in the race for president. Very strange! @FoxNews",real
You’re hired! The @CENTURY21 ad is airing during the #SuperBowl and you need to get voting! Vote for me & @CENTURY21:,real
Disgusting--@BarackObama's supporters are launching an anti-Mormon whisper campaign   Shameful but no surprise.,real
The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.,real
ISIS is advancing even against Obama’s airstrikes. Obama is disengaged and making the Middle East even more dangerous.,real
We must stop releasing hard core criminals all over the United States. Our country must be strong again!,real
I did what was an almost an impossible thing to do for a Republican-easily won the Electoral College! Now Tax Returns are brought up again?,real
THANK YOU IS PIGHT IT Es PEOPER INSUNDER. To support my friend @Ray Kelly is doing so badly.,fake
He @BarackObama said it would be 'unprecedented' if the USC rules that ObamaCare is unconstitutional. It was (cont),real
"It is senior to DC! Sorry, I have a very good news. Thank you for the very different life.",fake
Best of luck to @chucktodd on his @meetthepress debut this Sunday.,real
"Joe McQuaid (@deucecrew) of the dying Union Leader wanted ads, lunches, donations, speeches from me, and tweets---very unethical.",real
"Idiot @billmaher always forgets to mention that I am suing him to collect the $5M for charity, that he expressly offered.",real
My use of social media is not Presidential - it’s MODERN DAY PRESIDENTIAL. Make America Great Again!,real
@ISHIMWEPatrick @BuzzFeedPSA  Thanks Patrick--a great compliment.,real
Realize that being an entrepreneur is not a group effort. You're in charge--everything starts with you.,real
"…..Guy in front asked for picture- said he was the biggest fan, never saw the guy in back.",real
Today's ceremony is a day for both remembrance and resolve.,real
Shocker: study reveals that @msnbc is completely biased while @FoxNews is factual   What a surprise!,real
Thank you @SeanHannity & @BoDiet! #MakeAmericaGreatAgain,real
"Big day tomorrow in Georgia and South Carolina. ObamaCare is dead. Dems want to raise taxes big! They can only obstruct, no ideas. Vote ""R""",real
The majority of Americans agree with @MittRomney's comments on @Israel and Iran.,real
Less than 1% of Obama’s $4B immigration request will go towards immediate border security. A real scam. Enforce our laws now!,real
I hope @MittRomney now starts asking for any & all of @BarackObama's sealed records--it's time.,real
"NobamaCare won't work, never will work and can't work - it is a total waste of time and energy except that it is hurting people (& economy!)",real
Obama Care stole more then $500M from Medicare.,real
.@JTimberlake It was great having you play The Blue Monster. Thanks for your nice statements-many agree that it is best they've seen!,real
New York Times Apologizes to Donald Trump,real
"Not only does Obama spy on German leaders, he criticizes their trade surplus  We should have a trade surplus!",real
Looks like many anti-police agitators in Boston. Police are looking tough and smart! Thank you.,real
Making his case in a nice and articulate manner.,real
"Important day spent at Camp David with our very talented Generals and military leaders. Many decisions made, including on Afghanistan.",real
...Bad decisions can be devastating.,real
"RT and Robert Pence! Very vigilant They look at this transcripts and do you were as usual, results. An hell!",fake
The Washington D.C.,fake
"Spitzer failed as A.G., failed as Governor in disgrace, and was fired on all T.V. shows (boring and zero ratings), and he's at it again!",real
"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax & regulation cuts coming!",real
.@KarlRove still thinks Romney won! He doesn't have a clue! @FoxNews,real
Thank you Illinois! #Trump2016,real
".@JebBush today said he didn't want to be the front-runner, he would rather be where he is now, 2%. That is the talk of a loser, can't win!",real
FEMA & First Responders are doing a GREAT job in Puerto Rico. Massive food & water delivered. Docks & electric grid dead. Locals trying....,real
Today we are going to win the great state of MICHIGAN and we are going to WIN back the White House! Thank you MI!…,real
"Just left Sioux Center, Iowa. My speech was very well received. Truly great people! Packed house- overflow!",real
@RSNBIc at Less tirding green projected to Thanks for 4.5% attacks in New Hampshire.,fake
Thank you Kirkwood Community College. Heading to the U.S. Cellular Center now for an 8pmE MAKE AMERICA GREAT AGAIN…,real
The failing @nytimes should be focused on good reporting and the papers financial survival and not with constant hits on Donald Trump!,real
"The pathetic new hit ad against me misrepresents the final line. ""You can tell them to go BLANK themselves"" - was about China, NOT WOMEN!",real
Tom Ridge is a failed 'Bushy' & PA Governor. Him & his friend @KarlRove shouldn't be allowed to do their bias commentary- nobody listens!,real
"Congratulations to @CharlieCrist who has now lost a statewide election in Florida as a Republican, Independent & Democrat.",real
It must have been President Obama that called in what will go down as the DUMBEST PLAY IN THE HISTORY OF FOOTBALL. Same thought process!,real
"Paul Begala, the dopey @CNN flunky and head of the Pro-Hillary Clinton Super PAC, has knowingly committed fraud in his first ad against me.",real
Fact--Obama does not read his intelligence briefings nor does he get briefed in person by the CIA or DOD. Too busy I guess!,real
OPEC has just raised oil to over $102/Barrel. And @BarackObama still won't approve the Keystone Pipeline. Does he want high gas prices?,real
"We need a President who understands the economy - @gallupnews has US unemployment at 8.2% in July, up from 8% in June",real
Is Roger Simon @politicoroger ever right about anything? Now he's attacking @BillClinton in defense of (cont),real
"Does anybody really believe that Bill Clinton and the U.S.A.G. talked only about ""grandkids"" and golf for 37 minutes in plane on tarmac?",real
"Enter the ""Think Like A Champion"" signed book and keychain contest:",real
Tom Ridge should be focused on trying to bring the party together rather than ripping it apart w/ your faulty thought process. I will win!,real
I'm sending lots of bottled water out to Staten Island & Long Island.,real
"Thank you West Virginia! All across the country, Americans of every kind are coming together w/one simple goal: to MAKE AMERICA GREAT AGAIN!",real
"Bringing true luxury to the Windy City, @TrumpChicago soars 92 levels over the Chicago River",real
Met @newtgingrich at Trump Tower today. He's a big thinker.,real
"President Obama - close down the flights from Ebola infected areas right now, before it is too late! What the hell is wrong with you?",real
A great morning with everyone @LibertyU! Thank you! Off to New Hampshire now. #Trump2016,real
They are saying that tickets to tonight's Saturday Night Live are the hardest to get in the history of this great show! Off to a good start!,real
We can’t even stop the Norks from blasting a missile.  China is laughing at us.  It is really sad.,real
We have made more progress in the last nine months against ISIS than the Obama Administration has made in 8 years.Must be proactive & nasty!,real
I will sign the first bill to repeal #Obamacare and give Americans many choices and much lower rates!,real
"We must put #AmericaFirst. We were actually excellent cold from Hispanics, including 24 development last night.",fake
"With magnificent views, @TrumpChicago is the perfect venue to host impact events & business meetings",real
Offering all after last night with the Republican Nominated. His ratings were amazing President - Think Like a Billions of other polls!,fake
"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",real
A gallon of gas has more than doubled while @BarackObama has been POTUS and he still won't approve Keystone.,real
Watch Obama refuse to call Benghazi a terrorist attack on 9.12  What took @CBS so long to release this footage?,real
@TSeay18 Find work that you love--you have to be passionate about it to succeed. Then focus and never give up!,real
Love the people of South Carolina - look very much forward to the debate tonight.,real
"Just found out that @tedcruz is spending a fortune on Iowa push polls negative to me. Not nice, but OK! New polls are great.",real
.@Natalie_Gulbis- Thank you for the nice piece in @SInow / @Golf_com.,real
"@PrincessDaytura @realDonaldTrump for president - it's reality, he is reality and he is the ONLY one capable of making the necessary changes",real
I hope you plan with more today.,fake
"Terrific work & @CiteZivernah. A message is close to everyone, which it is, without the fight con!",fake
"...money to Bill, the Hillary Russian ""reset,"" praise of Russia by Hillary, or Podesta Russian Company. Trump Russia story is a hoax. #MAGA!",real
Why Isn't the Senate Intel Committee looking into the Fake News Networks in OUR country to see why so much of our news is just made up-FAKE!,real
"Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!",real
"For years, even as a ""civilian,"" I listened as Republicans pushed the Repeal and Replace of ObamaCare. Now they finally have their chance!",real
Just a few days until I keynote at @bobvanderplaats’ @theFAMiLYLEADER Leadership Summit in Iowa  Very exciting,real
"With Irma and Harvey devastation, Tax Cuts and Tax Reform is needed more than ever before. Go Congress, go!",real
#AmericaFirst #RNCinCLE,real
"@CNN @JonHuntsman can motter How do you fight J'mae the big picture in Trump Tower. The backbone, left to vote is often the food stamp!",fake
"The biggest story yesterday, the one that has the Dems in a dither, is Podesta running from his firm. What he know about Crooked Dems is....",real
We must put #AmericaFirst.,fake
What a Senator Like has record setting. Being an amazing job - he is not at all he especially - she has done an amazing job.,fake
"Ousteng restruction, sticking towards @GOP so they would like to #DrainTheSwamp!",fake
"Failed presidential candidate Mitt Romney, the man who ""choked"" and let us all down, is now endorsing Lyin' Ted Cruz. This is good for me!",real
Glad to see no charges against Greg Kelly. His accusers' charges never made sense!,real
@BarackObama has a record low 39% Gallup approval rating. Why so high?,real
A truck ads. He can’t deliver and put April. They were nasty & it just so still finally called my way! The irony yesterday.,fake
"(cont) Sorry show today, ALL cut healthcare plan yet. They are so totally biased. Isn't this a killer so attacking our country!",fake
"President Obama, if it is important to you, I will substantially increase the $5M offer!",real
"Now is the time to buy housing, before values have fully recovered. In 5 years, remember I told you so.",real
"Happy to announce, I am nominating Alex Azar to be the next HHS Secretary. He will be a star for better healthcare and lower drug prices!",real
"Great day for America's future Security and Safety, courtesy of the U.S. Supreme Court. I will keep fighting for the American people, & WIN!",real
.@katyperry must have been drunk when she married Russell Brand @rustyrockets – but he did send me a really nice letter of apology!,real
"My @gretawire int. on Leon Panetta's critique of Obama, Ebola, rise of ISIS, Obama's lack of common sense & 2016",real
SECURE THE BORDER! BUILD A WALL!,real
"USMC BILLIONS, PODY Thank you to @montgomeriefdno last twice wind turbines in Colorado. Vote a great show!",fake
There is nothing @TrumpSoHo did not think about for the holidays - @RobbReport dives in:,real
"President Obama, we need to protect our closest ally, Israel. The situation in the Middle East is at a tipping point.",real
Was President Obama in charge of this years Academy Awards - they remind me of the ObamaCare website!  #Oscars.,real
@dannyzuker I hope you pick up a lot of twitter followers by this so people can see what a total asshole you are!,real
Thanks Eric.,real
My condolences and prayers to the victims of the terrorist attack in Paris.,real
@IsraeliPM @netanyahu’s UN address was a strong statement to the world that @Israel will not allow Iran to get nuclear weapons.,real
How can @BarackObama invoke Richard Nixon against @MittRomney when Obama just used Executive Privilege on Fast & Furious?!,real
"Great new polls! Thank you for your support! #Trump2016 Watch: Thank you Pittsburgh, Robrable fed, and will be done!",fake
"Donald E. Ballard, on behalf of the people of the United States, THANK YOU for your courageous service. YOU INSPIRE US ALL! #ALConv2017",real
Should have gone after the oil years ago (like I have been saying).,real
Will be working out on the loss!,fake
".@AP is doing very badly. I can say from experience their reporting is terrible & highly inaccurate. Sadly, they are now irrelevant!",real
"@D_Hastie @lancearmstrong  No, I said U.S. destroyed a once American icon",real
#POTUSAbroad #USA🇺🇸,real
"Getting ready to make a major speech to the National Assembly here in South Korea, then will be headed to China where I very much look forward to meeting with President Xi who is just off his great political victory.",real
Senate passed the VA Accountability Act. The House should get this bill to my desk ASAP! We can’t tolerate substandard care for our vets.,real
@MarkGhuneim  Something used on occasion by many of the world's greatest businessmen.,real
#iCaucused #iVoted,real
Keep up the great work! #FoxNews Thank you Hilton Educational Achievers Congress to vote. #MakeAmericaGreatAgain Wow!,fake
Congratulations to @woodyjohnson4 and @nyjets on yesterday's very exciting game.,real
The Answer to both Social Security and Medicare is a robust growing economy---not cuts on the elderly.,real
"Just to show you how unfair Republican primary politics can be, I won the State of Louisiana and get less delegates than Cruz-Lawsuit coming",real
Where is the main stream media reporting on Univision's new expose of Fast and Furious? Too busy looking at Mitt's taxes?,real
Congrats to @BarbaraJWalters on winning  the @MadeinNY Mayor's Award for Lifetime Achievement! I love Barbara!,real
"Wow, did you see how badly @CNN (Clinton News Network) is doing in the ratings. With people like @donlemon, who could expect any more?",real
Congratulations to @AmericansElect for winning a spot on the California 2012 ballot. A major feat!,real
Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!,real
Do you believe that Hillary Clinton now wants Obamacare for illegal immigrants? She should spend more time taking care of our great Vets!,real
Thank you Georgia! #AmericaFirst,real
"I have brought millions of people into the Republican Party, while the Dems are going down. Establishment wants to kill this movement!",real
"Now he panned that he is just waid again! Get out & Facebook was gottes front! Remember, no obstruction - Sam now!",fake
"Can you believe this fool, Dr. Thomas Frieden of CDC, just stated, ""anyone with fever should be asked if they have been in West Africa"" DOPE",real
Momentum ’s ads from Delusing Gordee Bridges. So @JonnskuPoor. Do you think so! Thank you!,fake
He has marries cheats me on my running in Florida. Iran is playing like a rock in Trump Meeting with German Strict and House for Trump.,fake
I am very much look again! @xetherCervasement . @SenitClotoN failed in Egypt. In real estate said Crooked Hillary will take better.,fake
@jaime_rg                       ,real
".@secupp, who can't believe that her candidate has bombed so badly, is one of the dumber pundits on T.V. Hard to watch, zero talent! @CNN",real
"Just completed purchase of magnificent Ritz Carlton in Jupiter, Florida. Will be renamed Trump National Golf Club & be tremendous success.",real
"Heading to Washington, D.C., LC-5 REBAITION HAS REOLLETIN HEAL!",fake
"Don’t believe). Obama called Reveren Warning Monday @Larry_Kuno, thank you!",fake
"A great honor to pay Iran Want, large prosperity--you should go down!",fake
ObamaCare is clearly unconstitutional. Hopefully the USC rules correctly but in the end repealing ObamaCare requires a political solution.,real
Scottish government having  huge backlash on wind turbines. @AlexSalmond is becoming very unpopular.,real
Philit So they will renegotiate a massive boast and special interests are absolutely killing our country. We must put #AmericaFirst.,fake
"Turnberry- one of the most beautiful places in the world.... soon to be Trump Turnberry, a Luxury…",real
"Congratulations to Roy Moore on his Republican Primary win in Alabama. Luther Strange started way back & ran a good race. Roy, WIN in Nov!",real
"Just landed in New York - a one night stay in Scotland. Turnberry came out magnificently. My son, Eric, did a great job - under budget!",real
Today's opportunity is spectacular. He is an economic in Benghazi (the best 140 character wrong. He will never be allowed to do that!,fake
@Joan Rivers comes back in a big way tonight on Celebrity Apprentice - she is fantastic.  9 on NBC.,real
We could make America great again by spreading ObamaCare throughout the World while at the same time  dropping it from U.S.!,real
"Lightweight Senator Marco Rubio is VERY weak on immigration, knows nothing about finance and would be incapable of making great trade deals!",real
Looking like my 5 victories on Tuesday will be just as good as if I won Ohio. Two more days and Ohio was mine!,real
"On 1,300 acres in Charlottesville, @trumpwinery’s wine has been awarded the coveted Virginia Double Gold Medal",real
The #CNNDebate was amazing --- so much fun!,real
Thank you @JerryJrFalwell- will see you soon. #TrumpPence16,real
#iVoted #ElectionNight,real
Democrats purposely misstated Medicaid under new Senate bill - actually goes up.,real
The five Taliban leaders released for a deserter must really be laughing and having a good time right now. They are saying how dumb U.S. is!,real
"#trumpvlog Why I cancelled the ""great debate"".....",real
I'll be an excellent story in the United States then admits left the Westernett Committee. Let’s Make America Great Again!,fake
Love seeing union & non-union members alike are defecting to Trump. I will create jobs like no one else. Their #Dem leaders can’t compete!,real
"Congratulations to our new Attorney General, @SenatorSessions!",real
It's going to be a scape purchase in his service. To bail a spy! Why are Obama that A-Rod does it fail!,fake
"When @mcuban had his own show, The Benefactor, it totally “bombed!”",real
"I am very supporters are funding my campaign, person we should be full-cled't not us transparency. A pay cuts.",fake
Prime Minister Announced Graham Beaucus now and will be wonderd more and killing the destinations-- who said it does not.,fake
Gov. John Kasich has really failed on the campaign trail. I thought he would have been far more talented. He is just wasting time & money!,real
"The @nytimes is so dishonest. Their hit piece cover story on me yesterday was just blown up by Rowanne Brewer, who said it was a lie!",real
#MakeAmericaGreatAgain,real
"Wisconsin's economy is doing poorly and like everywhere else in U.S., jobs are leaving. I will make our economy strong again - bring in jobs",real
"Thank you, New Hampshire! Departing with my amazing family now! #FITN #NHPrimary",real
"This will prove to be a great time in the lives of ALL Americans. We will unite and we will win, win, win!",real
"Thank you Charlotte, North Carolina! Look hard storp- Looking forward to my honor, thank you.",fake
I don't get @billmaher and defeating @AmSpec for both Hallare.,fake
#TrumpAdvice,real
"Heading now for Reno, Nevada, for a big rally. Good poll numberd all over!",real
A-Rod hit ball hard first at bat. Time for him to step up and leave.,real
The new reality. China's stop and protect Americans but maybe a perman heard in taking jobs.,fake
"@morningmika @CelebApprentice Terrible to see what @BarackObama is pretty place filed for billions of dollars that are his 2nd place, dead!",fake
Isn’t it interesting that the tragedy in Paris took place in one of the toughest gun control countries in the world?,real
".@RepChrisCollins  Chris, thank you so much for your wonderful endorsement. I will not let you down! @CNN",real
I went to @MikeTyson's play. I will be doing a review in the next #trumpvlog.,real
@BarackObama doesn't have an answer for how much Americans should pay for gas   He wants $6/gallon gas!,real
Unsustainable- compance win-they love our country! Sounds like the one supporters who won't respected each totally conspirate yourself.,fake
You must be kidding-zero chance he is innocent!,real
Chris Wallace @fox at 10:00 A.M.,real
Thank you @greta. #ImWithYou,real
@AustinOdusanya1                  ,real
"Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd, the end result was solid!",real
Six hours left to #VoteTrump Connecticut!,real
"The developer of the Scottish wind monstrosities, Vattenfall, just laid off 2,500 people & has serious financial difficulties.",real
I promise to rebuild our military and secure our border. Democrats want to shut down the government. Politics!,real
What a foolish move by @davidaxelrod to speak in Boston yesterday! Completely outmaneuvered by the @MittRomney campaign.,real
A test: tweet me the reason @billmaher was fired from @ABC (other than his bad ratings).,real
30 million Americans are unemployed yet Obama has set up workshops across the country for illegals to get Amnesty,real
I look forward to being in Virginia. I wish the @PGAGrandSlam with HC!,fake
".@WendyWilliams Thanks for the nice statement, especially about my wife and kids- very much appreciated.",real
The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,real
"On Anthony Wiener, I TOLD YOU SO!",real
#DrainTheSwamp!,real
Third rate @politico took every negative tweet or response they could find & put it out--when in fact the response is incredibly positive.,real
I will be heading to Dubai where I am doing a GREAT project with Damac - will be a massive success!,real
"Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!",real
".@andydean2014 Thank you, you were great. You can defend me anytime. Amazing job.",real
Robert Pattinson is putting on a good face for the release of Twilight. He took my advice on Kristen Stewart...I hope!,real
The hatred that clown @krauthammer has for me is unbelievable – causes him to lie when many others say Trump easily won debate.,real
"With panoramic views of Central Park & the Manhattan skyline, 5 Star @TrumpNewYork offers 176 newly  renovated rooms",real
Press conference after CPAC speech this morning was excellent- lots of very professional reporters.,real
Congratulations to @seanhannity on his great ratings and ratings increase as reported by the @AP today. Amazing job!,real
Don Jr. will present the Keynote Address in South Africa on Dec. 1st @TheInvestShow,real
"""@realDonaldTrump so proud to be going to your alma mater you smart man""  Great.",real
He was quick to issue an apology on behalf of America to Karzai. Why won't he release the letter? @BarackObama,real
Please to inform that the Champion Pittsburgh Penguins of the NHL will be joining me at the White House for Ceremony. Great team!,real
#AmericaFirst #Trump2016,real
"Isn't it ridiculous, starting today, new Ebola screenings go into effect for people coming from West Africa. Just stop the flights dummies!",real
Make no fan or his life. Watch! The @WashingtonPost is a quitter. No story where a fantastic job this morning! #FITN #VoteTrumpNH .,fake
They just arrested pol Shelly Silver in New York. Why aren’t they arresting a far bigger crook --@AGSchneiderman?,real
"In NYC, looks like another attack by a very sick and deranged person. Law enforcement is following this closely. NOT IN THE U.S.A.!",real
Unfair trillions of those that I’m forgelding for Norful Race...,fake
.@transition2017 update and policy plans for the first 100 days.,real
"....This now allows for the passage of large scale Tax Cuts (and Reform), which will be the biggest in the history of our country!",real
"Wall Street paid for ad is a fraud, just like Crooked Hillary! Their main line had nothing to do with women, and they knew it. Apologize?",real
Putin has no respect for our President --- really bad body language.,real
The more I get to know @MittRomney the more I like him. He has the judgment and private sector experience America needs in the White House.,real
"""@ryanjorde @realDonaldTrump money solves all problems #momoneymoproblems"" Wrong!",real
We are about to have a record $500B trade deficit with the Chinese this year. That money should be back here financing jobs in America.,real
Despite the newspaper until I put out by leading service? Look forward to it!,fake
I am on my way! See you all soon!,real
@HeatherChilders  You are doing a great job Heather!,real
"I think the @yankees will win today. Unlike A-Rod, CC is good under pressure. I hope A-Rod plays, however.",real
One season ends and another starts.  Already casting for the next @ApprenticeNBC. Great news for charity--$13 million so far.,real
"In order to #DrainTheSwamp & create a new GOVERNMENT of, by, & for the PEOPLE, I need your VOTE! Go to  LET'S #MAGA!",real
"Joining @oreillyfactor from Waukesha, Wisconsin - now, live! Enjoy!",real
"The best deals are good for everyone, which creates a win-win situation. Negotiation is persuasion more than power.",real
There’s no love lost between @latoyajackson  & @OMAROSA Disrespectful? Who is being disrespectful? #CelebApprentice,real
For Trump International Hotel in European class. The Wall Street groups? What a common sense! Crooked Hillary Clinton is a total mess.,fake
"On trying to repeal and raise taxes are so stupid that Obama salsh the economy and all everything to single, the show is dead. Our award!",fake
"They totally stupid or. We should request. Thank you @BobKHOVavi ""F.O.C.U.S. Hard about me but when we are going to cost you!",fake
My @SquawkCNBC interview.,real
Dennis Rodman was either drunk or on drugs (delusional) when he said I wanted to go to North Korea with him. Glad I fired him on Apprentice!,real
"The failing @nytimes, which has made every wrong prediction about me including my big election win (apologized), is totally inept!",real
"Kern County, CA has secured $1.2B for windfarms  They also just secured more eagle deaths & low property values.",real
Why can't @Politico get better reporters than Ben Schreckenger? Guy is a major lightweight with no credibility. So dishonest!,real
"Be ready for problems. You’ll have them every day, so keep things in perspective. Ask yourself: Is this a blip or is it a catastrophe?",real
Which campaign is possibly on the trajectory towards insolvency?   At least @BarackObama is consistent.,real
Scary--America would have had to pay all its GDP to the government to cover @BarackObama's real 2011 budget deficit,real
"Dummy Bill Maher did an advertisement for the failing New York Times where the picture of him is very sad-he looks pathetic, bloated & gone!",real
"No wonder he has a horrific gifts. Be sure to watch many tax cuts are saying (Blue Mofty, Pennsylvania.",fake
@StuartyPhilpott @johfax  I have a 93% approval rating in Scotland.,real
"Arena was packed, totally electric!",real
Interesting case from UK re @stellacreasy and abusive troll,real
Leaving Miami-Trump National Doral will be GREAT!,real
@MittRomney studying ways to increase pressure on China over their currency manipulation and unfair subsidy practices,real
  #ChangeTheWorldIn5Words,real
We must protect our veterans. #MakeAmericaGreatAgain,real
The Trump Spa @TrumpNewYork is a serene sanctuary featuring luxurious spa treatment rooms saunas and steam rooms,real
Congratulations to @AnnDRomney on delivering a knock out speech last night. America can't wait to call her our First Lady.,real
The reason I put fast of more details be billions of dollars a deal is reporting the Cruz campaign - you are a true champion. Proud of you!,fake
The only reason The United States to find out who would make it smaller budget judged it her strong evening last night in Iowa today.,fake
Iran will now report alone knowser way up? Enjoy.,fake
"Today, I hosted an immigration roundtable ahead of two votes taking place in Congress tomorrow. Watch and read more…",real
"Was a part of themselves. Thank you for your support allies will ""sing"" is not used by me—own!",fake
I’m not sure about @teresa_giudice as Project Manager. @lisalampanelli can be formidable. But let’s see what happens #sweepstweet,real
Congrats @TrumpFerryPoint is an easy devastation. In participate a great honor. China is abysmal! Can't welbsten again!,fake
Q1 GDP has just been revised down to 1.9%   The economy is in deep trouble.,real
